ID,File,Project ID,Record Creation Date,Record Change Date,Person Type,Full Name,Preferred Name,Displayed Name,Family Name,Given Name,Terms of Address,Birth Name,Married Name,Indexed Name,Alternative Name,Pseudonym,Used Form,Nickname,Religious Name,Royal Name,Self Constructed Name,Styled Name,Titled Name,Orlando Standard Name,SameAs Wikidata,SameAs VIAF,SameAs Getty,Birth Date,Death Date,CWRC URI,Primary URI,Secondary URI
47c0ff91-db0c-48b5-a66e-327e66c13e79,orlando_47c0ff91-db0c-48b5-a66e-327e66c13e79,orlando,2020-09-04,2020-09-04,,Marc R. Plamondon,Plamondon Marc R.,,Plamondon,Marc R.,,,,,,,,,,,,,,"Plamondon, Marc R.",,,,,,https://commons.cwrc.ca/orlando:47c0ff91-db0c-48b5-a66e-327e66c13e79,http://id.lincsproject.ca/zczMmxE7L9o,
47c210ec-759f-4470-a263-ff31926119d5,orlando_47c210ec-759f-4470-a263-ff31926119d5,orlando,2020-09-04,2020-09-04,,Deborah Epstein Nord,Nord Deborah Epstein,,Nord,Deborah Epstein,,,,,,,,,,,,,,"Nord, Deborah Epstein",,http://viaf.org/viaf/109351761,,,,https://commons.cwrc.ca/orlando:47c210ec-759f-4470-a263-ff31926119d5,http://viaf.org/viaf/109351761,
47c8d4a5-fc37-4490-8176-175e338b24b3,orlando_47c8d4a5-fc37-4490-8176-175e338b24b3,orlando,2020-09-04,2021-08-12,,August Manns,Manns August,,Manns,August,,,,,,,,,,,,,,"Manns, August",,http://viaf.org/viaf/7654360,,,,https://commons.cwrc.ca/orlando:47c8d4a5-fc37-4490-8176-175e338b24b3,http://viaf.org/viaf/7654360,
47ca8b99-30a8-48fc-aef0-02650e77e890,orlando_47ca8b99-30a8-48fc-aef0-02650e77e890,orlando,2020-09-04,2020-09-04,,Paula Peyraud,Peyraud Paula,,Peyraud,Paula,,,,,,,,,,,,,,"Peyraud, Paula",http://www.wikidata.org/entity/Q116453615,,,,,https://commons.cwrc.ca/orlando:47ca8b99-30a8-48fc-aef0-02650e77e890,http://www.wikidata.org/entity/Q116453615,
47ce037d-f807-4bc7-b963-f335489142a7,orlando_47ce037d-f807-4bc7-b963-f335489142a7,orlando,2020-09-04,2022-02-06,,Bob Hoskins,Hoskins Bob,,Hoskins,Bob,,,,,,,,,,,,,,"Hoskins, Bob",,http://viaf.org/viaf/90664498,,,,https://commons.cwrc.ca/orlando:47ce037d-f807-4bc7-b963-f335489142a7,http://viaf.org/viaf/90664498,
47d05425-4c83-4762-b225-286d8f35be0b,orlando_47d05425-4c83-4762-b225-286d8f35be0b,orlando,2020-09-03,2020-09-03,,Gregory Bateson,Bateson Gregory,,Bateson,Gregory,,,,,,,,,,,,,,"Bateson, Gregory",http://www.wikidata.org/entity/Q314252,,,,,https://commons.cwrc.ca/orlando:47d05425-4c83-4762-b225-286d8f35be0b,http://www.wikidata.org/entity/Q314252,
47d09b93-b007-444c-a7e8-43007232a3e7,orlando_47d09b93-b007-444c-a7e8-43007232a3e7,orlando,2020-09-04,2020-09-04,,Nicholas T. Jaco,Jaco Nicholas T.,,Jaco,Nicholas T.,,,,,,,,,,,,,,"Jaco, Nicholas T.",,,,,,https://commons.cwrc.ca/orlando:47d09b93-b007-444c-a7e8-43007232a3e7,http://id.lincsproject.ca/PYeu8YdXwUq,
47d298a4-d358-4af4-a6fe-e38a68f032e7,orlando_47d298a4-d358-4af4-a6fe-e38a68f032e7,orlando,2020-09-03,2020-09-03,,Catherine Clinton,Clinton Catherine,,Clinton,Catherine,,,,,,,,,,,,,,"Clinton, Catherine",,,,,,https://commons.cwrc.ca/orlando:47d298a4-d358-4af4-a6fe-e38a68f032e7,http://id.lincsproject.ca/FRgcjCXkntw,
47d3d35e-ac5c-4a2f-8cd4-2ace612f93d1,orlando_47d3d35e-ac5c-4a2f-8cd4-2ace612f93d1,orlando,2020-09-04,2020-09-04,,Julius Mohl,Mohl Julius,,Mohl,Julius,,,,,,,,,,,,,,"Mohl, Julius",,,,,,https://commons.cwrc.ca/orlando:47d3d35e-ac5c-4a2f-8cd4-2ace612f93d1,http://id.lincsproject.ca/1PKixx0xnAS,
47d43099-0041-4c51-8937-e3446c90bf80,orlando_47d43099-0041-4c51-8937-e3446c90bf80,orlando,2020-09-03,2020-09-03,,Michael Carney,Carney Michael,,Carney,Michael,,,,,,,,,,,,,,"Carney, Michael",,,,,,https://commons.cwrc.ca/orlando:47d43099-0041-4c51-8937-e3446c90bf80,http://id.lincsproject.ca/JOIo5rFxjPK,
47d7068f-c342-4d52-9ee5-4d0931872e2d,orlando_47d7068f-c342-4d52-9ee5-4d0931872e2d,orlando,2020-09-04,2022-02-06,,Catherine Klein,Klein Catherine,,Klein,Catherine,,,,,,,,,,,,,,"Klein, Catherine",,http://viaf.org/viaf/75808976,,,,https://commons.cwrc.ca/orlando:47d7068f-c342-4d52-9ee5-4d0931872e2d,http://viaf.org/viaf/75808976,
47de1c73-89cf-449a-a77e-b9b0bb605b4a,orlando_47de1c73-89cf-449a-a77e-b9b0bb605b4a,orlando,2020-09-03,2020-09-03,,Alma Birk,Birk Alma,,Birk,Alma,,,,,,,,,,,,,,"Birk, Alma",,,,,,https://commons.cwrc.ca/orlando:47de1c73-89cf-449a-a77e-b9b0bb605b4a,http://id.lincsproject.ca/QdaqzKvV6sQ,
47e1c1b5-30db-4c84-ab42-e9cd74cd3b9a,orlando_47e1c1b5-30db-4c84-ab42-e9cd74cd3b9a,orlando,2020-09-04,2020-09-04,,Don Shiach,Shiach Don,,Shiach,Don,,,,,,,,,,,,,,"Shiach, Don",,,,,,https://commons.cwrc.ca/orlando:47e1c1b5-30db-4c84-ab42-e9cd74cd3b9a,http://id.lincsproject.ca/11FYypSBd4h,
47e3779a-2bf7-4abf-8ca2-935b7e3a2e07,orlando_47e3779a-2bf7-4abf-8ca2-935b7e3a2e07,orlando,2020-09-03,2021-08-12,,Alison Conway,Conway Alison,,Conway,Alison,,,,,,,,,,,,,,"Conway, Alison",,http://viaf.org/viaf/24820375,,,,https://commons.cwrc.ca/orlando:47e3779a-2bf7-4abf-8ca2-935b7e3a2e07,http://viaf.org/viaf/24820375,
47e3f155-c3a7-495c-8b8d-3deeaf67ade6,orlando_47e3f155-c3a7-495c-8b8d-3deeaf67ade6,orlando,2020-09-04,2020-09-04,,Sandra Peacock,Peacock Sandra,,Peacock,Sandra,,,,,,,,,,,,,,"Peacock, Sandra",,http://viaf.org/viaf/111797231,,,,https://commons.cwrc.ca/orlando:47e3f155-c3a7-495c-8b8d-3deeaf67ade6,http://viaf.org/viaf/111797231,
47e7b724-cc4a-4d3e-9a06-0619ec93809b,orlando_47e7b724-cc4a-4d3e-9a06-0619ec93809b,orlando,2020-09-03,2022-07-06,,"Colin Christopher Paget Tennant, third Baron Glenconner","Colin Christopher Paget Tennant, third Baron Glenconner","Colin Christopher Paget Tennant, third Baron Glenconner",,,,,,,,,,,,,,,,"Glenconner, Colin Christopher Paget Tennant,,, third Baron",http://www.wikidata.org/entity/Q1108694,,,,,https://commons.cwrc.ca/orlando:47e7b724-cc4a-4d3e-9a06-0619ec93809b,http://www.wikidata.org/entity/Q1108694,
47e92dd3-52be-49f8-b26d-9129b7062fdd,orlando_47e92dd3-52be-49f8-b26d-9129b7062fdd,orlando,2020-09-04,2021-08-12,,Anthony Palmer,Palmer Anthony,,Palmer,Anthony,,,,,,,,,,,,,,"Palmer, Anthony",http://www.wikidata.org/entity/Q18756593,,,,,https://commons.cwrc.ca/orlando:47e92dd3-52be-49f8-b26d-9129b7062fdd,http://www.wikidata.org/entity/Q18756593,
47ebf858-8df3-4463-9732-7a8814c4cfda,orlando_47ebf858-8df3-4463-9732-7a8814c4cfda,orlando,2020-09-04,2020-09-04,,"Priscilla Buchan, Baroness Tweedsmuir","Priscilla Buchan, Baroness Tweedsmuir","Priscilla Buchan, Baroness Tweedsmuir",,,,,,,,,Lady Tweedsmuir of Belhelvie,,,,,,,"Tweedsmuir, Priscilla Buchan,,, Baroness",,,,,,https://commons.cwrc.ca/orlando:47ebf858-8df3-4463-9732-7a8814c4cfda,http://id.lincsproject.ca/TOGN4CXdmKL,
47ec177a-0cc7-48db-8c52-818c3ade1724,orlando_47ec177a-0cc7-48db-8c52-818c3ade1724,orlando,2020-09-04,2020-09-04,,Hiram Powers,Powers Hiram,,Powers,Hiram,,,,,,,,,,,,,,"Powers, Hiram",http://www.wikidata.org/entity/Q2572996,,,,,https://commons.cwrc.ca/orlando:47ec177a-0cc7-48db-8c52-818c3ade1724,http://www.wikidata.org/entity/Q2572996,
47ec4f96-d25c-46a9-a588-ff5b98357a9f,orlando_47ec4f96-d25c-46a9-a588-ff5b98357a9f,orlando,2020-09-03,2020-09-03,,Ray Aickman,Aickman Ray,,Aickman,Ray,,,,,,,,,,,,,,"Aickman, Ray",,,,,,https://commons.cwrc.ca/orlando:47ec4f96-d25c-46a9-a588-ff5b98357a9f,http://id.lincsproject.ca/f6vOJRwo9OH,
47ed4edb-9f72-48b5-81bc-0cb601c4b3ca,orlando_47ed4edb-9f72-48b5-81bc-0cb601c4b3ca,orlando,2020-09-04,2020-09-04,,William Henry Hudson,Hudson William Henry,,Hudson,William Henry,,,,,,,W. H. Hudson,,,,,,,"Hudson, William Henry",http://www.wikidata.org/entity/Q1359140,,,1841-08-04,1922-08-18,https://commons.cwrc.ca/orlando:47ed4edb-9f72-48b5-81bc-0cb601c4b3ca,http://www.wikidata.org/entity/Q1359140,
47f22d03-b6c9-49ee-896c-a09990c1b90e,orlando_47f22d03-b6c9-49ee-896c-a09990c1b90e,orlando,2020-09-04,2020-09-04,,Catherine Porter,Porter Catherine,,Porter,Catherine,,,,,,,,,,,,,,"Porter, Catherine",,,,,,https://commons.cwrc.ca/orlando:47f22d03-b6c9-49ee-896c-a09990c1b90e,http://id.lincsproject.ca/LdMOmCNcDRs,
47f31bfb-b89e-406d-b402-407226fba68c,orlando_47f31bfb-b89e-406d-b402-407226fba68c,orlando,2020-09-04,2020-09-04,,Rosemary Raughter,Raughter Rosemary,,Raughter,Rosemary,,,,,,,,,,,,,,"Raughter, Rosemary",,,,,,https://commons.cwrc.ca/orlando:47f31bfb-b89e-406d-b402-407226fba68c,http://id.lincsproject.ca/kI1dFPWaFUc,
47f5fb63-9863-4e9d-9e4e-5ad24f78d085,orlando_47f5fb63-9863-4e9d-9e4e-5ad24f78d085,orlando,2020-09-04,2020-09-04,,Luigi Perero Salviani,Salviani Luigi Perero,,Salviani,Luigi Perero,,,,,,,,,,,,,,"Salviani, Luigi Perero",,,,,,https://commons.cwrc.ca/orlando:47f5fb63-9863-4e9d-9e4e-5ad24f78d085,http://id.lincsproject.ca/Pf7YU7Crz1Y,
47f6ec33-eb60-45be-9da6-82c94452ec74,orlando_47f6ec33-eb60-45be-9da6-82c94452ec74,orlando,2020-09-03,2021-06-11,orl:BWW,Susan Du Verger,Du Verger Susan,,Du Verger,Susan,,,,,,,Suzanne Du Vergerre,,,,,,,"Du Verger, Susan",http://www.wikidata.org/entity/Q18528539,,,1639,1657,https://commons.cwrc.ca/orlando:47f6ec33-eb60-45be-9da6-82c94452ec74,http://www.wikidata.org/entity/Q18528539,
47f7ccf9-39c2-4132-a94a-93db0ce74b88,orlando_47f7ccf9-39c2-4132-a94a-93db0ce74b88,orlando,2020-09-04,2020-09-04,,William Grove,Grove William,,Grove,William,,,,,,,,,,,,,,"Grove, William",http://www.wikidata.org/entity/Q561117,,,,,https://commons.cwrc.ca/orlando:47f7ccf9-39c2-4132-a94a-93db0ce74b88,http://www.wikidata.org/entity/Q561117,
47fa4ce9-b0b3-4898-9ddd-0e397d2e1a57,orlando_47fa4ce9-b0b3-4898-9ddd-0e397d2e1a57,orlando,2020-09-04,2022-07-06,,Dick Turpin,Turpin Dick,,Turpin,Dick,,,,,,,,,,,,,,"Turpin, Dick",http://www.wikidata.org/entity/Q977890,http://viaf.org/viaf/143148389392410705920,,,,https://commons.cwrc.ca/orlando:47fa4ce9-b0b3-4898-9ddd-0e397d2e1a57,http://viaf.org/viaf/143148389392410705920,
47fbd303-4a8e-4d01-9666-53ad3323b566,orlando_47fbd303-4a8e-4d01-9666-53ad3323b566,orlando,2020-09-03,2020-09-03,,Hope Dyson,Dyson Hope,,Dyson,Hope,,,,,,,,,,,,,,"Dyson, Hope",,http://viaf.org/viaf/35698731,,,,https://commons.cwrc.ca/orlando:47fbd303-4a8e-4d01-9666-53ad3323b566,http://viaf.org/viaf/35698731,
47fe8e2a-c516-4cac-91fe-31bbe01157e1,orlando_47fe8e2a-c516-4cac-91fe-31bbe01157e1,orlando,2020-09-04,2020-09-04,,Hastings Bertrand Lees Smith,Smith Hastings Bertrand Lees,,Smith,Hastings Bertrand Lees,,,,,,,,,,,,,,"Smith, Hastings Bertrand Lees",,,,,,https://commons.cwrc.ca/orlando:47fe8e2a-c516-4cac-91fe-31bbe01157e1,http://id.lincsproject.ca/trW79I1p0EJ,
4802eba5-b016-4945-bd14-a2a68770442b,orlando_4802eba5-b016-4945-bd14-a2a68770442b,orlando,2020-09-03,2020-09-03,,Rosario Castellanos,Castellanos Rosario,,Castellanos,Rosario,,,,,,,,,,,,,,"Castellanos, Rosario",,,,,,https://commons.cwrc.ca/orlando:4802eba5-b016-4945-bd14-a2a68770442b,http://id.lincsproject.ca/EH0QM8ps6MM,
480677c2-ccf6-4049-87cb-d3f6cd90149e,orlando_480677c2-ccf6-4049-87cb-d3f6cd90149e,orlando,2020-09-04,2020-09-04,,Derek Shorrocks,Shorrocks Derek,,Shorrocks,Derek,,,,,,,,,,,,,,"Shorrocks, Derek",,,,,,https://commons.cwrc.ca/orlando:480677c2-ccf6-4049-87cb-d3f6cd90149e,http://id.lincsproject.ca/ztDAvTNWTDC,
4809004c-511a-476e-982a-645ce3f230e4,orlando_4809004c-511a-476e-982a-645ce3f230e4,orlando,2020-09-04,2020-09-04,,Phyllis J. Guskin,Guskin Phyllis J.,,Guskin,Phyllis J.,,,,,,,,,,,,,,"Guskin, Phyllis J.",,http://viaf.org/viaf/60810003,,,,https://commons.cwrc.ca/orlando:4809004c-511a-476e-982a-645ce3f230e4,http://viaf.org/viaf/60810003,
48090da8-2100-4c56-8840-a9871b980e9f,orlando_48090da8-2100-4c56-8840-a9871b980e9f,orlando,2020-09-04,2020-09-04,,Rebecca Strong,Strong Rebecca,,Strong,Rebecca,,,,,,,,,,,,,,"Strong, Rebecca",http://www.wikidata.org/entity/Q18757039,,,,,https://commons.cwrc.ca/orlando:48090da8-2100-4c56-8840-a9871b980e9f,http://www.wikidata.org/entity/Q18757039,
480bf86f-62fa-4164-a81d-e5761331286e,orlando_480bf86f-62fa-4164-a81d-e5761331286e,orlando,2020-09-04,2020-09-04,,Whittington Henry Landon,Landon Whittington Henry,,Landon,Whittington Henry,,,,,,,,,,,,,,"Landon, Whittington Henry",,,,,,https://commons.cwrc.ca/orlando:480bf86f-62fa-4164-a81d-e5761331286e,http://id.lincsproject.ca/CRLU6ZS9KyW,
480cc4a5-90cc-470d-aa7a-730b9f0de7b4,orlando_480cc4a5-90cc-470d-aa7a-730b9f0de7b4,orlando,2020-09-04,2020-09-04,,Romney Sedgwick,Sedgwick Romney,,Sedgwick,Romney,,,,,,,,,,,,,,"Sedgwick, Romney",,http://viaf.org/viaf/111893449,,,,https://commons.cwrc.ca/orlando:480cc4a5-90cc-470d-aa7a-730b9f0de7b4,http://viaf.org/viaf/111893449,
480ed869-5871-4585-b4a8-e96d117c5a79,orlando_480ed869-5871-4585-b4a8-e96d117c5a79,orlando,2020-09-04,2020-09-04,,"Maria Smith, 1773 - 1829",Smith Maria 1773 - 1829,"Maria Smith, 1773 - 1829",Smith,Maria,1773 - 1829,,,,,,,,,,,,,"Smith, Maria,, 1773 - 1829",,,,1773,1829,https://commons.cwrc.ca/orlando:480ed869-5871-4585-b4a8-e96d117c5a79,http://id.lincsproject.ca/qzGaO3ZwCL4,
480f373e-fe28-4349-a5c1-aea867b9fcda,orlando_480f373e-fe28-4349-a5c1-aea867b9fcda,orlando,2020-09-04,2020-09-04,,Axel Madsen,Madsen Axel,,Madsen,Axel,,,,,,,,,,,,,,"Madsen, Axel",,,,,,https://commons.cwrc.ca/orlando:480f373e-fe28-4349-a5c1-aea867b9fcda,http://id.lincsproject.ca/8InnqPwzmfK,
480fc36f-4775-4548-b9bf-3d40553cb246,orlando_480fc36f-4775-4548-b9bf-3d40553cb246,orlando,2020-09-04,2020-09-04,,Sir John Patteson,Patteson Sir John,,Patteson,Sir John,,,,,,,,,,,,,,"Patteson, Sir John",,,,,,https://commons.cwrc.ca/orlando:480fc36f-4775-4548-b9bf-3d40553cb246,http://id.lincsproject.ca/6kvkHv7v6eE,
4810da97-801d-4541-88b4-7c692e176f81,orlando_4810da97-801d-4541-88b4-7c692e176f81,orlando,2020-09-04,2020-09-04,,John William Money,Money John William,,Money,John William,,,,,,,,,,,,,,"Money, John William",,,,,,https://commons.cwrc.ca/orlando:4810da97-801d-4541-88b4-7c692e176f81,http://id.lincsproject.ca/QzMOjpgiIyU,
4813254a-ec5f-4a17-a79d-100c3a3b1164,orlando_4813254a-ec5f-4a17-a79d-100c3a3b1164,orlando,2020-09-03,2020-09-03,,John Aldridge,Aldridge John,,Aldridge,John,,,,,,,,,,,,,,"Aldridge, John",,,,,,https://commons.cwrc.ca/orlando:4813254a-ec5f-4a17-a79d-100c3a3b1164,http://id.lincsproject.ca/JGmgTS2tI41,
4814ca34-e07c-4306-829b-db1a1ef6f4db,orlando_4814ca34-e07c-4306-829b-db1a1ef6f4db,orlando,2020-09-05,2020-09-05,,Irmfarg Flugge-Lotz,Flugge-Lotz Irmfarg,,Flugge-Lotz,Irmfarg,,,,,,,,,,,,,,"Flugge-Lotz, Irmfarg",,,,,,https://commons.cwrc.ca/orlando:4814ca34-e07c-4306-829b-db1a1ef6f4db,http://id.lincsproject.ca/VM6y25Vu68f,
48163f5c-f42a-4ac6-a515-7d43e08b8b3d,orlando_48163f5c-f42a-4ac6-a515-7d43e08b8b3d,orlando,2020-09-03,2020-09-03,,Thomas Briarly Browne,Browne Thomas Briarly,,Browne,Thomas Briarly,,,,,,,,,,,,,,"Browne, Thomas Briarly",,,,,,https://commons.cwrc.ca/orlando:48163f5c-f42a-4ac6-a515-7d43e08b8b3d,http://id.lincsproject.ca/i7CVeN9EskJ,
48178d8c-2e91-418f-8e8f-b1cba29b4538,orlando_48178d8c-2e91-418f-8e8f-b1cba29b4538,orlando,2020-09-03,2020-09-03,,Pierre Gaspard Chaumette,Chaumette Pierre Gaspard,,Chaumette,Pierre Gaspard,,,,,,,,,,,,,,"Chaumette, Pierre Gaspard",,,,,,https://commons.cwrc.ca/orlando:48178d8c-2e91-418f-8e8f-b1cba29b4538,http://id.lincsproject.ca/SUFaoqhFOQD,
4817f613-c1f0-42a2-ac60-04d424b2d201,orlando_4817f613-c1f0-42a2-ac60-04d424b2d201,orlando,2020-09-03,2020-09-03,,Sylvia Berkman,Berkman Sylvia,,Berkman,Sylvia,,,,,,,,,,,,,,"Berkman, Sylvia",,http://viaf.org/viaf/58657191,,,,https://commons.cwrc.ca/orlando:4817f613-c1f0-42a2-ac60-04d424b2d201,http://viaf.org/viaf/58657191,
481a2a7a-3b4b-4d1e-b6ee-622eb07e7a4a,orlando_481a2a7a-3b4b-4d1e-b6ee-622eb07e7a4a,orlando,2020-09-04,2020-09-04,,Jeremy Pilcher,Pilcher Jeremy,,Pilcher,Jeremy,,,,,,,,,,,,,,"Pilcher, Jeremy",,,,,,https://commons.cwrc.ca/orlando:481a2a7a-3b4b-4d1e-b6ee-622eb07e7a4a,http://id.lincsproject.ca/ry9Yr2E3oFW,
481ba7d3-e890-46aa-a781-6bdb5fb5e3a3,orlando_481ba7d3-e890-46aa-a781-6bdb5fb5e3a3,orlando,2020-09-04,2021-08-12,,Anne Marreco,Marreco Anne,,Marreco,Anne,,,,,,,,,,,,,,"Marreco, Anne",,http://viaf.org/viaf/33800934,,,,https://commons.cwrc.ca/orlando:481ba7d3-e890-46aa-a781-6bdb5fb5e3a3,http://viaf.org/viaf/33800934,
481c897c-645b-4491-8466-d91c19197979,orlando_481c897c-645b-4491-8466-d91c19197979,orlando,2020-09-04,2020-09-04,,Elizabeth Hambleton,Hambleton Elizabeth,,Hambleton,Elizabeth,,,,,,,,,,,,,,"Hambleton, Elizabeth",,,,,,https://commons.cwrc.ca/orlando:481c897c-645b-4491-8466-d91c19197979,http://id.lincsproject.ca/B6I61dfLpH9,
4821eec7-be09-4e96-9c88-b8c36cdb550a,orlando_4821eec7-be09-4e96-9c88-b8c36cdb550a,orlando,2020-09-04,2020-09-04,,"Isidore Ducasse, comte de Lautréamont","Isidore Ducasse, comte de Lautréamont","Isidore Ducasse, comte de Lautréamont",,,,,,,,,"Isidore Ducasse, comte de Lautreamont",,,,,,,"Lautréamont, Isidore Ducasse,,, comte de",,,,,,https://commons.cwrc.ca/orlando:4821eec7-be09-4e96-9c88-b8c36cdb550a,http://id.lincsproject.ca/DPC4pC2YR88,
48221c89-81a4-4cea-99e7-412e86cbc265,orlando_48221c89-81a4-4cea-99e7-412e86cbc265,orlando,2020-09-03,2020-09-03,,Bernice Elliott,Elliott Bernice,,Elliott,Bernice,,,,,,,,,,,,,,"Elliott, Bernice",,,,,,https://commons.cwrc.ca/orlando:48221c89-81a4-4cea-99e7-412e86cbc265,http://id.lincsproject.ca/KH5mkpUTwIh,
4822e432-35d3-414f-aa6e-c1288c76d10a,orlando_4822e432-35d3-414f-aa6e-c1288c76d10a,orlando,2020-09-03,2020-09-03,,Peter Birch,Birch Peter,,Birch,Peter,,,,,,,,,,,,,,"Birch, Peter",,,,,,https://commons.cwrc.ca/orlando:4822e432-35d3-414f-aa6e-c1288c76d10a,http://id.lincsproject.ca/rCgymAvIwfq,
4823bc86-2d29-4669-992b-45121cf4acfb,orlando_4823bc86-2d29-4669-992b-45121cf4acfb,orlando,2020-09-04,2020-09-04,,Ruth Siegel,Siegel Ruth,,Siegel,Ruth,,,,,,,,,,,,,,"Siegel, Ruth",,http://viaf.org/viaf/115879837,,,,https://commons.cwrc.ca/orlando:4823bc86-2d29-4669-992b-45121cf4acfb,http://viaf.org/viaf/115879837,
4825b787-e383-449f-8da8-5b39399e5a74,orlando_4825b787-e383-449f-8da8-5b39399e5a74,orlando,2020-09-03,2022-04-27,,Caroline Boaden,Boaden Caroline,,Boaden,Caroline,,,,,,,,,,,,,,"Boaden, Caroline",,http://viaf.org/viaf/117879631,,,,https://commons.cwrc.ca/orlando:4825b787-e383-449f-8da8-5b39399e5a74,http://viaf.org/viaf/117879631,
48267182-7e8c-4101-8792-97350a52927d,orlando_48267182-7e8c-4101-8792-97350a52927d,orlando,2020-09-03,2020-09-03,,Lizzie Borden,Borden Lizzie,,Borden,Lizzie,,,,,,,,,,,,,,"Borden, Lizzie",http://www.wikidata.org/entity/Q240496,,,,,https://commons.cwrc.ca/orlando:48267182-7e8c-4101-8792-97350a52927d,http://www.wikidata.org/entity/Q240496,
4827965e-424a-4c78-b237-8d8c67f90432,orlando_4827965e-424a-4c78-b237-8d8c67f90432,orlando,2020-09-04,2020-09-04,,John Tilson,Tilson John,,Tilson,John,,,,,,,,,,,,,,"Tilson, John",,,,,,https://commons.cwrc.ca/orlando:4827965e-424a-4c78-b237-8d8c67f90432,http://id.lincsproject.ca/Ez3qqilMRmB,
482a111f-28ef-499c-b43a-87f2654166ce,orlando_482a111f-28ef-499c-b43a-87f2654166ce,orlando,2020-09-04,2020-09-04,,Mary McAlpine,McAlpine Mary,,McAlpine,Mary,,,,,,,,,,,,,,"McAlpine, Mary",,http://viaf.org/viaf/104926234,,,,https://commons.cwrc.ca/orlando:482a111f-28ef-499c-b43a-87f2654166ce,http://viaf.org/viaf/104926234,
482a21cd-4e1b-40a0-8b8c-ea1fb3f2a9f1,orlando_482a21cd-4e1b-40a0-8b8c-ea1fb3f2a9f1,orlando,2020-09-03,2021-07-15,,"Algernon Borthwick, Baron Glenesk","Algernon Borthwick, Baron Glenesk","Algernon Borthwick, Baron Glenesk",,,,,,,,,,,,,,,,"Glenesk, Algernon Borthwick,,, Baron",,http://viaf.org/viaf/64789654,,,,https://commons.cwrc.ca/orlando:482a21cd-4e1b-40a0-8b8c-ea1fb3f2a9f1,http://viaf.org/viaf/64789654,
482d6297-68f7-4294-b166-6541765da87e,orlando_482d6297-68f7-4294-b166-6541765da87e,orlando,2020-09-03,2022-02-06,,Alan Bates,Bates Alan,,Bates,Alan,,,,,,,,,,,,,,"Bates, Alan",http://www.wikidata.org/entity/Q309160,,,,,https://commons.cwrc.ca/orlando:482d6297-68f7-4294-b166-6541765da87e,http://www.wikidata.org/entity/Q309160,
482e9eff-976c-4528-98ce-d071774a7e8f,orlando_482e9eff-976c-4528-98ce-d071774a7e8f,orlando,2020-09-04,2020-09-04,,Katherine Swynford,Swynford Katherine,,Swynford,Katherine,,,,,,,,,,,,,,"Swynford, Katherine",,,,,,https://commons.cwrc.ca/orlando:482e9eff-976c-4528-98ce-d071774a7e8f,http://id.lincsproject.ca/KgRRfBYPZYu,
4830c389-7184-4e63-a3ef-c78285467634,orlando_4830c389-7184-4e63-a3ef-c78285467634,orlando,2020-09-04,2020-09-04,,Louisa M. Hubbard,Hubbard Louisa M.,,Hubbard,Louisa M.,,,,,,,L. M. Hubbard,,,,,,,"Hubbard, Louisa M.",,http://viaf.org/viaf/285105238,,,,https://commons.cwrc.ca/orlando:4830c389-7184-4e63-a3ef-c78285467634,http://viaf.org/viaf/285105238,
483120da-fd2f-4e1b-aa2b-6867b0161398,orlando_483120da-fd2f-4e1b-aa2b-6867b0161398,orlando,2020-09-04,2020-09-04,,Joyce Ladd Sexton,Sexton Joyce Ladd,,Sexton,Joyce Ladd,,,,,,,,,,,,,,"Sexton, Joyce Ladd",,,,,,https://commons.cwrc.ca/orlando:483120da-fd2f-4e1b-aa2b-6867b0161398,http://id.lincsproject.ca/bI3SWD0bHau,
4834d502-59ba-45aa-aec5-19bcd44ec187,orlando_4834d502-59ba-45aa-aec5-19bcd44ec187,orlando,2020-09-03,2020-09-03,,Henry Davies,Davies Henry,,Davies,Henry,,,,,,,,,,,,,,"Davies, Henry",,,,,,https://commons.cwrc.ca/orlando:4834d502-59ba-45aa-aec5-19bcd44ec187,http://id.lincsproject.ca/tU9AOnkRVCT,
4835ace5-175a-4d7b-acbc-8121e875a95c,orlando_4835ace5-175a-4d7b-acbc-8121e875a95c,orlando,2020-09-03,2020-09-03,,James Donald,Donald James,,Donald,James,,,,,,,,,,,,,,"Donald, James",http://www.wikidata.org/entity/Q112421151,,,,,https://commons.cwrc.ca/orlando:4835ace5-175a-4d7b-acbc-8121e875a95c,http://www.wikidata.org/entity/Q112421151,
483d4f40-68dd-4503-8dcf-d28e4c048a24,orlando_483d4f40-68dd-4503-8dcf-d28e4c048a24,orlando,2020-09-05,2020-09-05,,Womens Quarterly Meeting for the County of York (Society of Friends),Womens Quarterly Meeting for the County of York (Society of Friends),,,,,,,,,,,,,,,,,Womens Quarterly Meeting for the County of York (Society of Friends),,,,,,https://commons.cwrc.ca/orlando:483d4f40-68dd-4503-8dcf-d28e4c048a24,http://id.lincsproject.ca/O9GVdi2aTum,
483dff4b-ba11-4d58-a6fa-d908de1136d4,orlando_483dff4b-ba11-4d58-a6fa-d908de1136d4,orlando,2020-09-03,2020-09-03,,Randy Boswell,Boswell Randy,,Boswell,Randy,,,,,,,,,,,,,,"Boswell, Randy",,,,,,https://commons.cwrc.ca/orlando:483dff4b-ba11-4d58-a6fa-d908de1136d4,http://id.lincsproject.ca/owQbq7WY0v9,
